Reviewer,Rating,Review Text
Denise Bates,5,"Halle Bailey is a revelation as Ariel!  Her performance was touching and tender. The love of her father was so evident in Bardem’s portrayal. Daveed Diggs and Awkwafina kept the comic relief going as the cooky Sebastian and Scuttle. I would have loved to have seen Lizzo stretch her acting chops as Ursula (as was rumored) but Mellisa McCarthy, is always wonderful and was appropriately scary.  Disney should be applauded for having the courage to make such a culturally relevant and sensitive portrayal of the story.  This version will be loved around the world and will become classic!"
Karen,4,"I never saw the original, but this was worth seeing.  I loved the acting! I loved how this movie had a very diverse cast! No one was left out, so one could identify with many of the characters. The singing was great!! (Halles voice was made for this role!)  i saw this in 4DX (which i highly recommend). This is just a good movie that had me talking to the people next to me! The storyline was good  we laughed and sometimes had a tear- but we all cheered at the ending..Melissa McCarthy surprised me.Love her!  But i never even recognized the king (played by Javier Bardem). I think the cast was perfect.i look forward to seeing my Disney!!!"
TJ,5,"Invigorating , the graphics was so great and amazingly detailed. Loved every bit of the movie."
Kathryn,5,Best Disney live action I’ve seen so far.
Irvins N,5,the movie was fantastically amazing I like how they reprise part of your world at least three times it was perfect in each scenario that it was played. Sebastian was the funniest in the movie each character flourished wonderfully and my God Halle performance 👏 I highly recommend this movie to anyone newcomers old fans of the '90s film it was really beautiful I had me in tears towards the end.
T S,5,I liked the setting and the singing!
Lowla,5,Super excellent movie. we a great twist. Have the right amount of improvement . Amazing job!! I wish no nonsense comments bashed the amazing work of art !!
Stephen,4,"Really enjoyed this movie! Stays true to the 1989 film in so many ways, but also fees free to explore things a bit more. Good balance of originality and faithfulness to the source material. I love how they handled Ariel and Erics relationship in this version! It took things deeper and was really sweet. Vocals were fantastic as well. Very cool camera work during the songs too. I had a few little things I didnt like, but they were mostly nit-picky. Overall, very enjoyable film!"
Tia,5,This was an awesome movie! I personally think that it was a great movie that the whole  family wil enjoy!
Liam,5,"Seen this movie 3 times now! And planning on seeing it more. Beautiful film, Halle the perfect Disney princess."
Kyra,5,It was a great live action movie!
Nick Wingert,5,Fantastic live adaptation! Even better watching in IMAX.
Bella,4,Disliked the voice of scuttle. A lot of talented and unique voices to use and was disappointed.
Az,5,"Amazing movie! Great visuals. Great music. Entertaining, cute and funny!"
Derrick H,1,"This isn't a good movie. Ariels hair isn't even red. It was too long. It needed to shave about 40 mins off. The designs of flounder sebastian and scuttle are just bad. the new songs are atrocious, and the old songs are poorly redone. They lacked the fun and joy the original had. the acting was bad except for Ursula. the changes to the plot made for disjointed storytelling. Ariel lacks any real motivation. The movements of the mermaids looked off. I give it a 2/10. wait for streaming. Even then, don't bother just watch the original. Don't WASTE your Money"
Kathleen C,5,"This is my favorite live action remake of the Disney animated movies.  I was totally enthralled with all of the characters.  Halle Bailey and Melissa McCarthy, as well as the whole cast were absolutely outstanding."
Google,5,I liked all the details and how it looks like we are in the movie as well
Amanda,5,"This was an excellent choice for the family. The colors popped out at you, while the songs were upbeat and cheerful. It had plenty of cute moments that made you giggle out loud."
Kari,5,it was funny and very cute. my 3yr old niece really enjoyed it 🥰
Kiki,5,Beautiful! Heartwarming! Almost had those happy sentimental tears at the end that come with all those extra hormones having kids. They blended the scenes and music from the original to this so artistically. And our main character was perfect! So pretty and youthful looking.
Meridian83642,2,"The songs were good, moments of great graphics but it was terribly slow paced for children."
Mark Ravanilla,5,"We saw this film in 4dx. Halle Bailey was an incredible lead, and Melissa McCarthy’s Ursula was fantastic!!! The new songs are adorable and hilarious! Awkwafina was amazing as well!!!"
Pamila,5,"Loved it, even the new songs! I had a couple of editing issues, but performances were great, and the Colors! And Alvin Ailey Dance Company even got into it!
Wonderful!"
Barbara,4,I loved it!! So cute and even better then the original
jamon k,3,Halle Bailey and Melissa McCarthy save an otherwise BLAND Disney retread.
aliyo,5,Loved the sea god. Perfect timing. Almost shed a tear.
Tboom,4,My daughter and I personally loved the movie. The songs were great and Halle Bailey took the songs up a notch with her beautiful renditions.
Tracy L,5,"Loved everything, from beginning to end!! Were going to see it again!! A Must See!!"
Bridget R,5,"This is the best live action Disney movie so far! Every change works well and develops the characters more. Halle Bailey is the perfect Ariel and she shines in the role. Gorgeous costumes, music, acting, setting, and cinematography!!"
David,5,Very well done! The whole family enjoyed from 5 years old to 92 years old. It was also a clean movie.
Daniel,5,I it was a good movie and it’s also funny movie
Jenna,5,Absolutely LOVED this movie! They kept the story like the same and only added a couple new songs that were so perfect for the movie! 10/10 recommend!!
Amy,5,It was great I loved it in 3D my kids loved it to we had a great time too
Dylan,5,Best Disney live action movie!!!! STUNNING!!!!!
Kellie,5,My 3 year old and I loved this remake and the new songs added!!
Cristina H,5,Great movie. They kept true to the original story but with a modern adaptation. Some new songs but it still has the Disney enchantment of the first movie. A little Mermaid for today and Disney nailed it!
Mable H,5,Everything was soo diverse and the message in the movie was soo clear! A mermaid that looks and sings like an Angel from Heaven! Halle was Amazingly breathtaking! What a wonderful site to see!
KingKO,4,Beautiful movie with a wonderful lead. Similar to the original movie with many changes here and there that make it very refreshing and funny.
Aniel.GM,5,OUTSTANDING! 🤩😍🤩 #OUTOFTHISWORLD 🎶🎶🎶
Love,5,"Amazing production! I had sweet nostalgia, but i was also pleasantly surprised with the changes that were made. I loved it, my daughter loved it, and the rest of the audience gave an ovation at the end of the movie."
bob,3,Before going to watch it 6.5/10 after watching the movie 8/10
Stephanie B,5,Did not disappoint! The cast NAILED IT!!
Destin R,5,This was good for us millennials and great for our kids.  I loved every second of this.
Marilyn,5,Forgot to give it 5 stars.
mathew,5,It was much better than I expected. It was true to the story and the music. I liked the new songs as well. The underwater effects were excellent!. I got a little woozy during the first underwater scenes.
LJAllday,5,"I loved this movie saw! Myself and Daugherty enjoyed seeing so much diversity and a mermaid that looks like us. Also, it was great singing!"
Nadia,5,The movie was amazing!
Alison,5,Kids and I loved this movie. So much better than the original.  Halle was amazing and her voice was so so good!!!! Highly recommend this movie. May go back and see it again. Kiddos were entertained the entire duration of movie
Jocelyn,5,I loved the movie everyone did an excellent job
AuntieB,5,"The little one said, ""10 out of 10 she definitely recommends it!"""
Lourdes,4,"Just didnt have the acting I expected. The pow. But it was overall good. Our showing had a glitch twice that ruined it at key times. Lets make our theaters nice again. So good,  I wouldnt have missed it."
